41379.8
350.265 773.716
355.982 766.919
342.94 740.607
321.151 735.227
314.406 721.531
327.488 715.705
345.609 711.058
328.346 686.697
322.182 672.105
309.34 687.96
296.419 691.02
273.68 678.774
275.781 710.791
269.554 727.384
255.148 689.425
237.134 690.072
224.848 688.224
197.222 692.698
188.914 672.539
175.106 650.258
203.889 646.143
214.328 644.625
215.613 636.584
220.957 644.175
232.495 647.406
234.339 646.952
239.693 667.831
263.677 656.907
244.848 642.781
251.219 637.284
256.364 634.145
259.115 627.134
267.38 618.716
279.538 644.932
310.883 635.729
329.219 606.738
275.519 578.47
269.686 587.76
260.754 572.998
271.645 554.043
302.857 552.411
306.893 536.248
283.538 526.015
264.637 529.795
264.384 541.993
249.797 533.476
244.351 528.329
255.602 523.94
259.691 522.054
265.903 513.243
268.825 510.134
276.812 493.919
255.401 474.642
245.186 480.253
224.442 489.611
215.33 471.341
218.55 450.334
246.687 451.287
277.48 441.376
287.91 431.36
291.121 416.168
310.029 396.544
350.183 357.208
352.502 365.528
346.559 379.905
344.037 391.151
334.136 417.107
350.05 413.643
363.851 427.695
339.406 452.472
332.595 456.949
321.92 468.668
304.001 458.773
305.144 468.785
298.863 481.146
312.497 504.764
319.047 510.817
343.655 526.906
348.19 512.566
371.382 504.94
383.699 506.121
392.624 501.46
399.854 542.708
373.033 554.872
351.825 543.434
332.886 548.128
344.309 556.026
351.706 573.531
357.553 577.046
357.113 583.656
376.685 580.552
392.702 575.585
400.88 568.167
410.419 588.775
412.333 621.84
401.412 615.174
366.706 618.822
360.159 638.398
375.425 652.919
384.79 646.342
386.259 653.963
388.633 657.387
386.272 669.606
396.179 667.008
397.146 674.619
401.315 692.983
396.665 701.529
392.278 727.457
391.192 747.182
396.992 770.482
408.47 757.57
423.007 746.9
416.373 772.096
444.442 778.519
448.433 771.313
452.275 749.079
464.473 729.183
465.314 712.966
443.492 708.313
451.886 653.532
439.303 635.635
447.666 625.881
450.687 603.514
431.609 600.191
440.361 581.774
428.257 574.59
431.617 548.7
434.266 535.883
425.174 530.444
437.161 527.164
467.967 554.629
471.224 570.334
486.613 601.348
498.893 610.583
500.332 617.298
529.956 594.237
541.728 626.439
556.219 663.532
532.126 657.879
520.462 673.662
510.138 667.37
504.763 674.802
488.174 706.182
484.817 733.149
504.968 731.044
500.909 750.777
506.776 762.421
520.553 784.459
508.263 784.086
501.918 791.786
490.219 772.663
482.172 766.021
473.715 776.137
454.004 802.153
431.954 794.71
415.304 817.816
428.042 821.577
423.765 839.788
496.582 845.36
504.734 833.207
496.949 826.742
505.912 817.512
505.71 812.779
526.451 832.174
539.198 832.993
536.744 799.733
555.229 784.166
570.978 754.737
569.69 750.619
558.964 757.073
553.332 760.303
547.909 754.082
524.159 750.902
541.161 735.141
542.322 723.055
570.112 706.384
577.744 676.239
597.168 683.52
596.213 674.427
585.659 638.459
594.583 631.154
564.615 621.045
554.01 591.8
570.339 588.73
573.581 578.861
595.154 573.07
603.563 558.566
586.607 547.707
578.505 535.751
578.814 533.208
552.607 517.415
547.88 517.616
533.789 529.086
545.716 541.025
541.432 545.159
545.436 553.667
513.993 567.853
508.133 543.385
496.389 544.144
491.797 550.224
488.487 553.837
485.39 528.823
494.081 501.76
455.651 488.105
433.495 477.132
428.054 486.482
430.847 493.197
414.538 487.442
414.303 488.511
