64
276.812 493.919
283.538 526.015
430.847 493.197
485.39 528.823
599.525 395.065
570.864 311.47
350.05 413.643
346.559 379.905
193.424 299.426
55.2413 218.466
44.76 206.645
46.4653 199.522
26.705 13.104
150.175 25.5127
372.935 207.78
463.651 19.3407
629.759 153.314
783.51 26.6175
911.999 179.855
1027.67 167.316
1076.98 74.9107
1208.94 224.603
1222.04 229.562
1219.65 1.89545
1442.28 27.531
1531.39 5.13822
1376.46 208.959
1502.64 343.084
1498.3 379.896
1337.22 389.49
1275.85 372.883
1232.84 485.656
1294.62 466.81
1340.12 500.809
1328.06 603.275
1417.89 666.453
1573.1 533.865
1588.07 773.952
1411.97 761.578
1377.61 718.595
1275.36 734.794
1253.85 738.437
1154.38 640.073
1124.87 607.037
1042.55 709.851
979.924 412.332
924.472 413.219
898.173 383.482
833.501 353.93
792.696 404.542
807.553 436.433
700.62 446.231
808.454 530.102
861.566 561.141
712.62 649.386
813.482 700.598
822.035 857.221
803.582 883.869
408.47 757.57
366.02 850.744
214.983 762.69
89.7973 783.009
69.5797 633.044
40.7134 487.271
