41175.5
1244.73 253.723
1236.89 269.142
1219.26 284.183
1215.56 295.453
1215.46 303.38
1200.44 255.682
1195.07 263.899
1187.27 275.796
1185.28 272.787
1180.08 271.191
1172.17 281.886
1169.66 302.503
1132.27 309.242
1143.9 297.106
1157.83 287.827
1149.56 274.946
1137.2 264.311
1122.43 279.709
1121.09 279.721
1117.81 278.086
1110.89 274.928
1095.03 267.267
1087.43 246.27
1082.82 249.024
1075.48 247.306
1051.91 236.972
1018.89 243.106
1013.72 241.951
1019.73 261.37
997.482 256.088
987.867 257.93
987.555 277.342
995.923 284.876
1008.48 275.725
1018.69 280.25
1034.5 276.523
1037.11 273.488
1041.79 282.285
1069.21 293.379
1065.35 307.869
1059.73 319.875
1055.44 336.976
1060.34 340.217
1060.83 350.732
1101.11 333.283
1102.58 349.252
1104.72 361.731
1123.37 347.869
1143.95 369.476
1152.49 362.032
1164.91 392.248
1138.54 409.231
1129.83 409.989
1129.37 388.216
1106.11 390.152
1090.38 392.538
1071.14 411.085
1044.12 403.751
1038.14 394.485
1026.3 431.031
1047.09 458.587
1045.69 483.079
1047.07 489.779
1081.02 472.006
1080.96 490.029
1085.08 490.232
1101.6 498.749
1110.67 481.287
1126.44 457.986
1144.74 442.239
1159.73 450.252
1225.95 453.757
1232.53 462.855
1231.45 472.618
1236.83 481.92
1232.84 485.656
1241.15 500.789
1230.51 513.49
1265.41 518.084
1284.94 500.602
1294.62 466.81
1291.7 464.784
1276.5 464.94
1276.21 472.88
1245.57 458.736
1243.2 437.215
1255.24 415.175
1255.33 412.771
1252.19 396.135
1243.73 407.545
1232.45 408.762
1229.06 411.355
1222.47 396.04
1201 370.248
1190.15 374.555
1194.16 344.366
1194.64 325.42
1212.8 321.369
1207.6 333.49
1221.35 340.245
1251.05 340.236
1271.83 308.752
1278.91 300.618
1278.25 345.782
1273.86 364.168
1284.93 365.707
1285.17 369.49
1275.85 372.883
1284.34 389.629
1293.37 424.846
1300.89 422.25
1312.24 416.318
1305.82 396.918
1314.57 393.999
1317.88 386.468
1337.22 389.49
1356.89 380.974
1354.6 398.766
1359.65 397.438
1371.46 405.067
1362.07 407.979
1361.83 412.608
1347.55 426.732
1324.31 424.842
1332.76 436.089
1339.19 442.978
1332.76 445.396
1327.07 459.864
1322.48 466.284
1341.85 458.134
1348.53 460.442
1358.53 449.529
1399.01 461.886
1398.03 477.082
1378.02 493.546
1340.12 500.809
1310.08 509.674
1307.18 524.092
1304.52 544.916
1279.02 543.316
1286.93 551.394
1286.65 555.907
1292.71 565.604
1285.7 577.074
1277.96 571.615
1257.92 577.656
1250.83 564.337
1248.9 559.836
1246.75 538.703
1214.59 540.188
1202.52 516.67
1195.1 510.194
1178.27 535.12
1156.91 524.497
1124.68 506.765
1106.34 509.123
1099.59 506.498
1088.79 518.136
1091.86 531.905
1086.4 558.573
1100.75 553.633
1102.25 544.495
1128.49 554.432
1118.78 571.438
1104.17 580.558
1088.69 576.736
1094.68 593.987
1100.3 596.079
1101.1 595.651
1112.33 594.567
1124.87 607.037
1120.49 621.553
1090.62 645.438
1098.42 658.28
1124.44 669.576
1110.94 683.102
1086.96 701.184
1074.89 716.327
1066.18 717.684
1053.84 710.041
1046.89 702.251
1042.55 709.851
1066.99 740.816
1062.26 750.157
1079.13 753.931
1085.68 748.377
1086.16 746.083
1098.83 761.06
1108.09 764.092
1130.7 759.413
1132.58 737.354
1126.28 733.42
1122.6 723.801
1138.73 724.243
1141.5 733.503
1161.31 732.629
1166.76 723.401
1193.56 723.739
1183.02 708.712
1196.65 674.44
1196.2 645.165
1153.78 676.988
1141.67 668.955
1145.57 656.588
1146.41 642.673
1154.38 640.073
1162.92 635.396
1157.06 616.13
1143.72 601.001
1155.32 559.69
1175.36 556.319
1215.61 599.893
1225.72 600.499
1252.94 615.072
1269.53 598.29
1277.16 620.594
1277.85 628.083
1277.7 630.217
1269.99 632.038
1266.34 643.31
1254.32 632.625
1249.82 637.745
1242.44 631.21
1237.05 650.925
1274.44 683.089
1259.41 698.108
1265.75 727.789
1255.05 734.043
1253.85 738.437
1260.99 745.655
1275.36 734.794
1275.66 732.077
1283.34 737.738
1342.16 710.603
1377.61 718.595
1372.56 707.781
1354.03 690.75
1345.15 671.566
1356.21 639.251
1335.66 631.158
1328.06 603.275
1340.73 603.548
1363.48 598.142
1373.93 618.675
1394.57 640.256
1408.42 655.352
1415.04 667.417
1417.89 666.453
1420.66 666.856
1419.51 672.174
1397.46 706.422
1413.39 708.006
1412.32 716.609
1412.99 754.505
1411.97 761.578
1392.51 772.196
1367.31 766.948
1346.54 763.407
1343.97 815.476
1348.2 819.109
1370.04 806.944
1403.78 819.746
1416.81 845.023
1438 832.647
1451.1 825.936
1461.53 850.467
1473.23 837.696
1492.07 852.056
1484.19 872.777
1481.3 871.817
1476.07 880.653
1461.43 872.832
1471.19 886.372
1471.39 894.504
1455.38 899.035
1450.96 890.976
1425.59 873.822
1424.35 867.509
1397.62 878.294
1388.45 876.398
1369.54 837.694
1340.19 854.506
1332.71 858.768
1318.57 856.338
1321.64 852.104
1305.01 832.899
1299.75 841.605
1309.71 858.032
1311.06 865.981
1321.11 870.279
1328.19 871.724
1332.25 873.967
1331.73 879.507
1314.37 896.086
1306.07 884.397
1286.18 883.942
1274.26 882.211
1241.93 886.406
1217.71 876.168
1225.82 873.452
