2048
494.081 501.76
455.651 488.105
472.535 463.64
470.796 457.037
473.716 449.82
491.619 448.12
505.744 432.327
515.203 426.394
504.586 444.358
498.31 459.625
507.522 457.777
492.612 483.707
497.495 483.852
509.312 481.219
534.933 489.803
554.991 455.168
556.77 463.55
556.353 481.827
574.133 490.235
552.607 517.415
547.88 517.616
533.789 529.086
545.716 541.025
541.432 545.159
545.436 553.667
529.956 594.237
554.01 591.8
570.339 588.73
573.581 578.861
613.852 617.519
632.301 636.883
638.608 651.155
657.774 655.164
635.904 628.747
623.547 601.831
627.168 588.087
608.024 589.251
595.154 573.07
603.563 558.566
586.607 547.707
578.505 535.751
578.814 533.208
586.836 503.243
588.875 494.098
593.215 498.506
607.21 505.722
619.18 503.966
631.837 518.261
659.594 504.367
682.913 529.814
664.894 535.47
660.197 534.435
653.489 545.201
641.731 551.2
653.281 566.969
665.114 555.193
683.9 561.515
699.775 577.752
693.929 601.784
678.592 596.147
689.181 613.752
662.062 616.722
683.817 638.264
695.282 641.131
691.099 663.268
704.402 683.87
690.825 685.434
674.95 679.386
656.223 705.258
688.296 707.152
683.88 714.961
694.34 727.462
698.427 728.192
703.3 733.44
672.567 743.555
676.391 748.541
688.908 751.767
707.776 751.773
718.992 736.446
733.535 750.65
728.209 755.216
718.317 767.605
691.399 784.317
686.747 784.724
681.826 773.338
664.713 773.808
666.566 799.153
648.403 775.121
649.119 772.129
640.433 756.864
631.532 759.407
628.128 763.469
639.886 792.027
630.359 811.546
618.183 814.85
621.916 811.673
623.577 821.382
614.113 830.872
605.452 848.406
592.405 886.219
605.244 873.238
624.607 859.484
625.272 846.23
638.924 840.335
643.422 842.871
634.079 893.766
664.208 898.881
654.964 866.771
673.759 846.595
675.647 840.174
697.492 866.481
712.094 831.877
726.391 789.458
737.811 803.15
767.517 821.596
781.957 830.351
780.135 855.727
767.659 856.952
760.301 876.943
775.198 886.957
803.582 883.869
822.035 857.221
816.684 867.317
811.462 851.514
798.505 829.898
787.962 805.505
819.045 799.372
818.707 789.682
846.459 798.502
856.99 807.137
879.946 797.713
891.068 783.959
907.203 786.569
918.596 787.853
956.925 778.944
946.932 779.413
942.932 765.867
949.428 748.747
969.038 735.336
959.744 724.672
980.17 741.505
1009.18 737.894
1014.97 762.428
993.183 765.392
988.965 772.663
984.772 778.076
1004.24 788.993
1028.07 831.099
1001.09 850.815
970.326 817.81
968.167 801.356
957.063 793.497
956.022 799.989
951.595 804.443
949.79 818.538
928.406 826.956
896.041 834.781
885.087 822.823
872.062 830.027
